X,Y,ID,PARTS,NOM,CODE,CLASSIF,SOUS_PREF,DEPART,REGION,icon_url
-7.48257886076989,10.39888530761,"1","1",TIEFENZO,"1","1",TIENKO,ODIENNE,DENGUELE,./0.png
-7.64037018362711,10.3736935509671,"2","1",LELE,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.51724308093368,10.3548409323537,"3","1",KIMBIRILA NORD,"2","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.67932909614015,10.3452018779214,"4","1",SANZANOU,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.60326381884077,10.3277750047676,"5","1",NAGUINA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.40222249421184,10.3252066482139,"6","1",KONGOHILA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.41750089614937,10.3043314690749,"7","1",MISSAMAHANA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.60908756244562,10.2949628804919,"8","1",KONEFLA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.53331508855934,10.2802411214361,"9","1",KEMISSIGA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.74275913782998,10.2742876446572,"10","1",MADINA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.49770448237063,10.2704187510105,"11","1",M'BANA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.41661622250974,10.2446671658245,"12","1",KOUBAN,"2","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.56079565745523,10.2374348280203,"13","1",KEHI,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.48254340655865,10.2253346984868,"14","1",TIENKO,"3","1",TIENKO,ODIENNE,DENGUELE,./0.png
-7.16175846597156,10.2296193144197,"15","1",TOUROUDIO,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.82147118729897,10.2071819162557,"16","1",SOKORO,"2","1",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.34321271134637,10.1971243784558,"17","1",DIOLOLA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.54458223467568,10.1918949203015,"18","1",MAZELA,"1","1",TIENKO,ODIENNE,DENGUELE,./0.png
-7.44211615462247,10.1831248723321,"19","1",KOLIKO,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.29127366306577,10.1693227862397,"20","1",KOUROULINGUE,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.65879767390193,10.1689062805839,"21","1",NABAGALA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.78721181078035,10.1615872098524,"22","1",KENINGOUARA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.12259495282238,10.1545016265571,"23","1",TAHARA,"2","1",GOULIA,ODIENNE,DENGUELE,./0.png
-7.55462114490433,10.1419138904921,"24","1",KABANGOUE,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.86597666673371,10.1355908253588,"25","1",TIEMBA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.39501886232981,10.1173801184249,"26","1",KOTOULA,"1","0",TIENKO,ODIENNE,DENGUELE,./0.png
-7.97018498810799,10.1230823802231,"27","1",DJONROZO,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.05960131213366,10.113862989746,"28","1",SOUKOURABA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.61716110542996,10.1194772798293,"29","1",DJIRILA-BADA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.83767598899917,10.1071624290538,"30","1",GOUENZO,"1","1",MINIGNAN,ODIENNE,DENGUELE,./0.png
-8.00415624364882,10.1075559280709,"31","1",SOMOTOU,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.24976006374825,10.0861720717523,"32","1",KOHOMA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.75442024371707,10.0874409142418,"33","1",DJERILA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.68201433737163,10.0726328694958,"34","1",NAMINA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.92274952803479,10.0659322160286,"35","1",TIENY,"2","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.62183884426894,10.0567316825168,"36","1",SOKOURABA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.74292774124415,10.0565849726404,"37","1",KORIANI,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.53324461667976,10.0494561602113,"38","1",SANANFEREDOU,"2","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.20166584104473,10.0173423363728,"39","1",GOULIA,"3","1",GOULIA,ODIENNE,DENGUELE,./0.png
-7.11109969335453,9.99517870833219,"40","1",KAMELEZO,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.15159256379066,9.98781694522746,"41","1",NIARALA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.38899477979317,9.98735796556372,"42","1",N'GOLONDIE,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.56889580343459,9.97915545578123,"43","1",KARALA,"1","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.33256342346981,9.97791082482441,"44","1",MISSILA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.46180035030263,9.97619742474229,"45","1",TIELA,"1","0",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.9562450222567,9.97653688802529,"46","1",SAMBADOUGOU,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.65927621847992,9.97204180311201,"47","1",FENA-KINIGBARA,"2","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.60151505941531,9.97284679622187,"48","1",BOUGOUSA,"2","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.22404890240717,9.96831615573893,"49","1",SAMAKONA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.13841624505732,9.95338303969211,"50","1",M'BEBLALA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.62024042353919,9.95065385521392,"51","1",KEREBADOUGOU,"1","0",SAMATIGUILA,ODIENNE,DENGUELE,./0.png
-7.45136155809154,9.95172154932054,"52","1",FIELA,"1","0",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.56254351090322,9.94299620729054,"53","1",NAFADOUGOU,"1","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.64468268546208,9.94217321837226,"54","1",TIESSERILA,"1","0",SAMATIGUILA,ODIENNE,DENGUELE,./0.png
-8.02337023749359,9.93487576744464,"55","1",FANHALA,"1","0",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.81702067912669,9.9254976649502,"56","1",DIANDEGUELA,"2","1",MINIGNAN,ODIENNE,DENGUELE,./0.png
-7.43592910703654,9.91901956249233,"57","1",ZIEMOUGOULA,"1","0",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.36273799942448,9.88977540290702,"58","1",SANGOUANI,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.40752898727428,9.88196124477857,"59","1",BOUMBALA,"1","0",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.21891332762693,9.87993457580012,"60","1",GOUANDO,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.33091506055645,9.87824620495696,"61","1",BOGOUDOUGOU,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.28973577723643,9.8691421539496,"62","1",KOBA,"1","0",GOULIA,ODIENNE,DENGUELE,./0.png
-7.45177181438516,9.86136796501925,"63","1",SIOLA,"1","0",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.69187298164158,9.85672287900631,"64","1",MAFELE,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.98482622914292,9.85742988278582,"65","1",LASSOKO,"2","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.91655473772676,9.8471494803386,"66","1",SELLE,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.74080954049686,9.84191075851503,"67","1",FEREDOUGOU,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.39036045536379,9.83686290714523,"68","1",SOKOURALA,"1","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.56364278893584,9.82384779997239,"69","1",SAMATIGUILA,"3","1",SAMATIGUILA,ODIENNE,DENGUELE,./0.png
-7.63685686710891,9.82243307922254,"70","1",MAMOUGOULA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.10436192283123,9.8155854708853,"71","1",KOROUMBA,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.38573535933922,9.81582950088987,"72","1",BANANKORO,"2","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.51237068703543,9.81513456378595,"73","1",KANIASSO,"3","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.20967721062042,9.81281487151723,"74","1",ZEGUETIELA,"1","1",MADINANI,ODIENNE,DENGUELE,./0.png
-7.32476900302471,9.80009455605194,"75","1",MANADOUN,"1","1",GOULIA,ODIENNE,DENGUELE,./0.png
-7.88386471957698,9.80326354124229,"76","1",MAHANDOUNI,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.82100062845395,9.80348543187538,"77","1",M'BEGBELE,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.71102015011072,9.78289562517614,"78","1",KERE,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.76379875412173,9.75699498359874,"79","1",ODIENNE SIENSO,"1","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.6796437211506,9.75404549717376,"80","1",DJIRILA,"1","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.87251519477728,9.73969945797556,"81","1",DABADOUGOU,"2","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.48228016711013,9.7370807165743,"82","1",KORO OULE,"1","1",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.39021927014237,9.72702740751016,"83","1",TOUBA-TRON,"1","0",KANIASSO,ODIENNE,DENGUELE,./0.png
-7.80462487083487,9.72311360928421,"84","1",SALONKOURANI,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.63776528650209,9.72015124818219,"85","1",NDOLA,"1","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.55218674196146,9.71749150178273,"86","1",GBAGA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.60889524233457,9.70793562602744,"87","1",KIMBIRILA,"2","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.85007453121412,9.70680885404865,"88","1",SOMOKO,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.79642838719812,9.70447989997924,"89","1",SIENSONI,"2","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.28261210761578,9.69106671641935,"90","1",KARASSO,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.22371965678672,9.68471785187196,"91","1",N'GOLOBLASSO,"1","1",MADINANI,ODIENNE,DENGUELE,./0.png
-7.15478572940476,9.68061488970099,"92","1",BOUROUMASSO,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.89801439807744,9.68222684663171,"93","1",BOGODOUGOU,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.81487068621469,9.66761514068491,"94","1",GOUARINI,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.73224242152561,9.66147499813083,"95","1",SAMANGO,"2","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.62172631156455,9.65553243411857,"96","1",KADIOLA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.70521115510863,9.65481477809638,"97","1",GBERELA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.73622928687376,9.62700455168001,"98","1",TOUGOUSSO,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-8.00800589369757,9.62837127628305,"99","1",BLAMADOUGOU,"2","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.60776989832692,9.62217428031279,"100","1",KOUTOUBA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.91951781556941,9.6187415514557,"101","1",KOGONA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.85178046716249,9.61692542792412,"102","1",SANDJOUGOUNAN,"1","0",SEYDOUGOU,ODIENNE,DENGUELE,./0.png
-7.03601404557605,9.5976782010319,"103","1",DOGNEIDOUGOU,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.30292046657083,9.59684923506994,"104","1",TAHANSO,"2","1",TIEME,ODIENNE,DENGUELE,./0.png
-7.06983032589324,9.59417259859478,"105","1",SIENSOBA,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.88680176041307,9.58698132036678,"106","1",NIAMANA,"2","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-8.13155781869218,9.58410689190053,"107","1",GBELEBAN,"3","1",GBELEBAN,ODIENNE,DENGUELE,./0.png
-7.16047574105714,9.58182647265095,"108","1",DABADOUGOU,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.60631971823728,9.58044229627131,"109","1",GBAHANLA,"2","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.13361618822752,9.55853987185415,"110","1",DIENGUELE,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.91553173575033,9.55325946194099,"111","1",KABALA,"1","0",SEYDOUGOU,ODIENNE,DENGUELE,./0.png
-7.22100900125675,9.55359570680376,"112","1",SEGUEBE,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.31664157908304,9.54621418756084,"113","1",TIEME,"3","1",TIEME,ODIENNE,DENGUELE,./0.png
-7.79060844444099,9.52602085472376,"114","1",KOUROUKRO-MAFELE,"2","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-8.11993641344979,9.52895101807967,"115","1",GBAWAALA,"1","0",GBELEBAN,ODIENNE,DENGUELE,./0.png
-7.87049710335272,9.47682982744892,"116","1",GBESSASSO,"1","0",SEYDOUGOU,ODIENNE,DENGUELE,./0.png
-7.82761490425725,9.50960855502187,"117","1",SAMESSO,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.45997677500822,9.50509448482867,"118","1",SAMAKOUNGOLO,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.7072484015866,9.50277808106615,"119","1",NIAMASSO,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.42041165317242,9.50417598090408,"120","1",GBEREDOUGOU,"1","0",TIEME,ODIENNE,DENGUELE,./0.png
-7.97338768192742,9.50615064273936,"121","1",SEYDOUGOU,"3","1",SEYDOUGOU,ODIENNE,DENGUELE,./0.png
-7.19751482032557,9.48933475170445,"122","1",TIEMBA,"2","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.036681186597,9.49355315522213,"123","1",KOKOUN,"1","1",MADINANI,ODIENNE,DENGUELE,./0.png
-7.56501314510875,9.50406943339127,"124","1",ODIENNE,"5","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.1171110272588,9.44421853865784,"125","1",FARAKORO,"1","1",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.25374605588862,9.45493699626783,"126","1",LINGOHO,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.57655074913477,9.44871521008004,"127","1",BASSEKODOUGOU,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.98499034478065,9.44335943448398,"128","1",BALALA,"1","0",SEYDOUGOU,ODIENNE,DENGUELE,./0.png
-7.02979621049544,9.44209061736404,"129","1",LOSSINGUE,"1","0",MADINANI,ODIENNE,DENGUELE,./0.png
-7.27280214486662,9.43248311496238,"130","1",ZEGBAO,"1","1",TIEME,ODIENNE,DENGUELE,./0.png
-7.58550402050493,9.42120783115681,"131","1",ZIEVASSO,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.68908598703472,9.42635782033691,"132","1",KOUDOUGOU,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.84230025508493,9.41994977986326,"133","1",SIRANA,"2","1",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.7370772248113,9.40195064933908,"134","1",NEGUELA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.01900946494154,9.39542610086041,"135","1",SOUMAILA,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.77817995487342,9.39644590753505,"136","1",TOURONI,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.01580249781816,9.3879093296302,"137","1",MORY SOULEYM,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.23319900956602,9.38405727297407,"138","1",LILLE,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.21776633232644,9.37926374912977,"139","1",KOTOUBA,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.11043340571983,9.37299034322341,"140","1",KIMBIRILA,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.05491130998321,9.37117423805463,"141","1",ZANGOHO-SOKOURA,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.72363685132311,9.37271536628594,"142","1",GBAGA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.74521191648585,9.36940597805589,"143","1",N'DJIRILA,"1","0",ODIENNE,ODIENNE,DENGUELE,./0.png
-7.23643442412594,9.36418787203544,"144","1",TERE,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.61413235540651,9.36109568505317,"145","1",NIENESSO,"1","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.13319347163618,9.35845445172844,"146","1",N'DEHOU,"1","1",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.1222650658861,9.35526243348844,"147","1",SEGUELON,"3","1",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.09880077681412,9.35306039846119,"148","1",KAHANSO,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.06253072090474,9.345679963426,"149","1",TIMBANI,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.49288834863168,9.35285363388503,"150","1",KOURONDOUGOU,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.48295140192365,9.33981102740248,"151","1",BASSEKODOUGO,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.23524424219412,9.33065549900919,"152","1",NIENESSO,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.130430183946,9.31443420274049,"153","1",SIENSO,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.75240074327774,9.33240994814373,"154","1",FARAKO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.78889568106084,9.33802359366564,"155","1",POULA,"2","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.62877180626977,9.3212598746463,"156","1",KORODOUGOU,"1","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.5012860575107,9.31645162425203,"157","1",FARAKO,"1","1",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.63000829953359,9.30706133518861,"158","1",SEYDOUGOU,"3","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.32117952282888,9.31574787522583,"159","1",ZEBENIN,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.10273576125145,9.30565973316248,"160","1",SIANSO-KORONI,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.27331424957999,9.29325623703309,"161","1",MOHI-MOUSSAD,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.76485771458214,9.2987547735141,"162","1",SARAKORODOUG,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.74016643493689,9.29387291345794,"163","1",WAMASSO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.48403606086924,9.29183219748111,"164","1",NEHINDOUGOU,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.46672046893738,9.29145222192027,"165","1",MAHANDOUGOU,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.09852786303245,9.2878554620933,"166","1",GBOHNANKORO,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.00904168990992,9.28493044030058,"167","1",BLANDOUGOU,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.57158063259261,9.28874623661074,"168","1",SOKOFAMI,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.04566563257481,9.28056292590414,"169","1",GBANGUE,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.73058598887971,9.28619252272217,"170","1",FEREFOUGOULA,"2","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.45523850362313,9.27249389364325,"171","1",MOUSSASOUMAH,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.73781100020803,9.28315581179942,"172","1",NIAMATOGOLA,"1","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.22032875230783,9.2813851378087,"173","1",NINGOUN,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.07987849041019,9.2610311156604,"174","1",NIANZONGO,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.13339989016801,9.26117394680564,"175","1",SANGBANI,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.43567744062109,9.26041520544933,"176","1",NAFANASIENSO,"1","1",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.82416378248224,9.25558344723667,"177","1",BOUGOUSSO,"2","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.01250422267255,9.23803370616281,"178","1",MOUSSADOUGOU,"1","0",SEGUELON,ODIENNE,DENGUELE,./0.png
-7.60690492622187,9.25318762156228,"179","1",KAHANSO,"1","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.7314751563878,9.24426999930689,"180","1",FASSORONZO,"2","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.58894553372464,9.2332267647916,"181","1",FERE SANGARE,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.55712540274554,9.23286656641332,"182","1",M'BASSO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.59118732051671,9.23204168499325,"183","1",FEREDOUGOU,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.85103939782751,9.22540375004043,"184","1",MAFELE,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.45126574339546,9.21915945912778,"185","1",SALONKOURANI,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.45004718087607,9.21803356660717,"186","1",SIENSONI,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.60268669773849,9.21444371594708,"187","1",SAMANGO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.61018459795548,9.21255778226748,"188","1",GBERELA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.88018911040508,9.21188163062,"189","1",DIAFAHANA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.40140394392794,9.20972848546458,"190","1",NIENESSO,"1","1",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.62084583431288,9.2055342903308,"191","1",LINGUESSO,"1","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.22593579064597,9.18227323345088,"192","1",NIAMALA,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.17569402895408,9.20686562252904,"193","1",TINIDIKORO,"2","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.67976166085711,9.18374334314388,"194","1",GBAWALA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.61309891606525,9.17148078477174,"195","1",MINJIDIADOUGOU,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.57907760477542,9.18248686836991,"196","1",SAMESSO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.56967557607442,9.168169946432,"197","1",KOUROUKRO-MA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.79506471593895,9.16567900398353,"198","1",BENGO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.75684513674932,9.15950484673271,"199","1",NIAMASSO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.37729593027635,9.15425810781854,"200","1",SIRANA,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.39274346006724,9.15029837560909,"201","1",KOUGBENI,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.69112726810567,9.14277592601472,"202","1",TCHIBELA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.48286388773703,9.12277811467099,"203","1",LINGUEKORO,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.52403707926663,9.13551135526339,"204","1",SARAKORODOUGOU,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.48489079723619,9.12717248536537,"205","1",TIESSERILA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.61184987637373,9.13927300502402,"206","1",BAKO,"3","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.52788243036243,9.12582954912438,"207","1",KEREBADOUGOU,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.57401164131614,9.12024070512797,"208","1",NAFADOUGOU,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.57380502563262,9.1189674600061,"209","1",KARALA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.36190990853676,9.10973998855092,"210","1",LOCINE BAMBA,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.3804428683121,9.11031551340504,"211","1",LADJI VASSIR,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.1606466166694,9.10473466858555,"212","1",PIROGUE,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.37467375694633,9.10241538685675,"213","1",MASSADOUGOU,"1","1",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.61899219556185,9.10370476385461,"214","1",N'GOLONDJE,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.75097015737725,9.10171428729057,"215","1",MISSILA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.59509237641745,9.09400612065127,"216","1",TOMBA,"2","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.67003052689025,9.08498458025707,"217","1",MOHIA 1,"2","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.17241620318014,9.08535193348596,"218","1",KAMELEZO,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.55423940104193,9.08182604943207,"219","1",NIARALA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.30211853172929,9.05211125842023,"220","1",ZEGUETIELA,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.0981526258838,9.07885125560209,"221","1",ZANDOUGOU,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.59030689262372,9.08054942095253,"222","1",BOHISSO,"2","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.46491305117113,9.07608519076687,"223","1",SOKOURALA,"1","0",BAKO,ODIENNE,DENGUELE,./0.png
-7.7808263719097,9.06993512920314,"224","1",SIOLA,"1","0",BOOKO,TOUBA,BAFING,./0.png
-7.24610269025387,9.05896363054908,"225","1",BOUMBALA,"1","0",DIOULATIEDOUGOU,ODIENNE,DENGUELE,./0.png
-7.55890378959849,9.04774678216087,"226","1",TINDRIMA-SOKORO,"1","1",BAKO,ODIENNE,DENGUELE,./0.png
-7.62773524681862,9.04391592112983,"227","1",MOHI-MOUSSADOUGOU,"2","1",BAKO,ODIENNE,DENGUELE,./0.png
